name, hostname, number_of_stars (int), number_of_planets (int), orbital_period (_days), orbit_semimajor_axis (_au),radius_vs_Earth (float),mass_vs_Earth (float),eccentricity (float), insolation_flux (float), equilibrium_temperature (_K),distance (_pc)
Kepler-437 b,Kepler-437,1,1,66.65054820000,0.2737000000,1.37000000,,0.000000,1.7800,294.00,
Kepler-437 b,Kepler-437,1,1,66.65054820000,0.2737000000,1.37000000,,0.000000,1.7800,294.00,
Kepler-437 b,Kepler-437,1,1,66.65062000000,0.2880000000,2.14000000,,0.020000,2.1500,,
Kepler-437 b,Kepler-437,1,1,66.65056819000,,,,,,,
Kepler-437 b,Kepler-437,1,1,66.65054820000,,1.50000000,,,,,
Kepler-437 b,Kepler-437,1,1,66.65045210000,0.2875000000,1.56000000,,0.000000,2.1400,308.00,
Kepler-438 b,Kepler-438,1,1,35.23306940000,,,,,,,
Kepler-438 b,Kepler-438,1,1,35.23319000000,0.1660000000,1.12000000,,0.030000,1.4000,,
Kepler-438 b,Kepler-438,1,1,35.23318000000,0.1648000000,0.98000000,,0.000000,1.3100,273.00,
Kepler-438 b,Kepler-438,1,1,35.23306940000,0.1729000000,0.97000000,,0.000000,1.6200,288.00,
Kepler-438 b,Kepler-438,1,1,35.23269936000,,,,,,,
Kepler-438 b,Kepler-438,1,1,35.23301880000,,1.01000000,,,1.3100,,
Kepler-438 b,Kepler-438,1,1,35.23318000000,0.1648000000,0.98000000,,0.000000,1.3100,273.00,
Kepler-438 b,Kepler-438,1,1,35.23318000000,0.1648000000,0.98000000,,0.000000,1.3100,273.00,
Kepler-438 b,Kepler-438,1,1,35.23318000000,,1.13000000,,,,,
Kepler-438 b,Kepler-438,1,1,35.23319290050,,,,,,,
Kepler-439 b,Kepler-439,1,1,178.13886121000,,,,,,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.14107439500,,,,,,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.14045600000,0.5886000000,2.33000000,,0.000000,1.5400,284.00,757.04800000
Kepler-439 b,Kepler-439,1,1,,,2.36900000,,,1.9940,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.13960000000,0.5630000000,2.24000000,,0.030000,1.8300,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.14045600000,0.5886000000,2.33000000,,0.000000,1.5400,284.00,757.04800000
Kepler-439 b,Kepler-439,1,1,178.13907200000,,,,,,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.14045600000,0.5886000000,2.33000000,,0.000000,1.5400,284.00,757.04800000
Kepler-439 b,Kepler-439,1,1,178.14045600000,,2.61000000,,,,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.14045600000,0.6075600000,2.71900000,,,1.8000,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.13880000000,,,,,,,757.04800000
Kepler-439 b,Kepler-439,1,1,178.13907200000,0.5948000000,2.25000000,,0.000000,1.7000,291.00,757.04800000
Kepler-44 b,Kepler-44,1,1,3.24673265100,0.0442000000,12.71000000,,0.000000,1072.7000,1460.00,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673248000,,,,,,,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24672930000,0.0446000000,12.21781000,311.79123000,0.070000,,,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673265100,0.0442000000,12.71000000,,0.000000,1072.7000,1460.00,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24672930000,0.0446000000,12.22000000,317.82000000,0.066000,,1544.00,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673265100,0.0442000000,12.71000000,,0.000000,1072.7000,1460.00,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673149600,,,,,,,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673204800,,,,,,,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24672200000,0.0457000000,13.45080000,327.36490000,,,1568.00,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.25096567932,,12.82971612,,,1175.1364,1493.28,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673265100,,12.63000000,,,,,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24674000000,0.0455000000,13.90000000,324.17000000,0.021000,,1603.00,1188.00000000
Kepler-44 b,Kepler-44,1,1,,,12.61500000,,,1109.2230,,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673200000,0.0400000000,7.10000000,,0.000000,,1118.00,1188.00000000
Kepler-44 b,Kepler-44,1,1,3.24673204800,0.0442000000,12.40000000,,0.000000,1072.7000,1459.00,1188.00000000
Kepler-440 b,Kepler-440,1,1,,,1.89900000,,,0.9100,,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11081130100,,,,,,,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11149760000,0.3340000000,1.47000000,,0.000000,0.3900,201.00,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11070140000,,,,,,,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11141000000,0.2420000000,1.86000000,,0.340000,1.2000,,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11135511000,,,,,,,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11149760000,0.3340000000,1.47000000,,0.000000,0.3900,201.00,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11000000000,,1.92000000,,,,,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11149760000,0.3340000000,1.47000000,,0.000000,0.3900,201.00,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11149760000,,1.63000000,,,,,301.03000000
Kepler-440 b,Kepler-440,1,1,101.11070140000,0.3548000000,1.61000000,,0.000000,0.6500,229.00,301.03000000
Kepler-441 b,Kepler-441,1,1,207.24795900000,,1.88000000,,,,,268.00300000
Kepler-441 b,Kepler-441,1,1,,,1.46200000,,,0.2630,,268.00300000
Kepler-441 b,Kepler-441,1,1,207.24871303500,,,,,,,268.00300000
Kepler-441 b,Kepler-441,1,1,207.24785000000,0.5697000000,1.56000000,,0.000000,0.3000,189.00,268.00300000
Kepler-441 b,Kepler-441,1,1,207.24795900000,0.5843000000,1.93000000,,0.000000,0.3400,194.00,268.00300000
Kepler-441 b,Kepler-441,1,1,207.24795900000,0.5843000000,1.93000000,,0.000000,0.3400,194.00,268.00300000
Kepler-441 b,Kepler-441,1,1,207.24785000000,,,,,,,268.00300000
Kepler-441 b,Kepler-441,1,1,207.24820000000,0.6400000000,1.64000000,,0.100000,0.2100,,268.00300000
Kepler-441 b,Kepler-441,1,1,207.24795900000,0.5843000000,1.93000000,,0.000000,0.3400,194.00,268.00300000
Kepler-442 b,Kepler-442,1,1,112.30683900000,0.3930000000,1.56000000,,0.000000,1.0800,260.00,365.96500000
Kepler-442 b,Kepler-442,1,1,112.30340965600,,,,,,,365.96500000
Kepler-442 b,Kepler-442,1,1,,,1.39500000,,,0.9110,,365.96500000
Kepler-442 b,Kepler-442,1,1,112.30683900000,0.3930000000,1.56000000,,0.000000,1.0800,260.00,365.96500000
Kepler-442 b,Kepler-442,1,1,112.29897559000,,,,,,,365.96500000
Kepler-442 b,Kepler-442,1,1,112.30313600000,,,,,,,365.96500000
Kepler-442 b,Kepler-442,1,1,112.30683900000,0.3930000000,1.56000000,,0.000000,1.0800,260.00,365.96500000
Kepler-442 b,Kepler-442,1,1,112.30313600000,0.3874000000,1.30000000,,0.000000,0.7900,241.00,365.96500000
Kepler-442 b,Kepler-442,1,1,112.30530000000,0.4090000000,1.34000000,,0.040000,0.6600,,365.96500000
Kepler-442 b,Kepler-442,1,1,112.30683900000,,1.59000000,,,,,365.96500000
Kepler-443 b,Kepler-443,1,1,177.66866300000,0.5594000000,2.32000000,,0.000000,0.7000,233.00,802.27100000
Kepler-443 b,Kepler-443,1,1,177.66911200000,,2.22000000,,,,,802.27100000
Kepler-443 b,Kepler-443,1,1,177.67477468300,,,,,,,802.27100000
Kepler-443 b,Kepler-443,1,1,177.66911200000,0.5724000000,2.20000000,,0.000000,0.8600,246.00,802.27100000
Kepler-443 b,Kepler-443,1,1,177.66911200000,0.5625400000,2.06900000,,,0.7000,,802.27100000
Kepler-443 b,Kepler-443,1,1,177.66911200000,0.5724000000,2.20000000,,0.000000,0.8600,246.00,802.27100000
Kepler-443 b,Kepler-443,1,1,177.66911200000,0.5724000000,2.20000000,,0.000000,0.8600,246.00,802.27100000
Kepler-443 b,Kepler-443,1,1,,,2.35000000,,,0.7530,,802.27100000
Kepler-443 b,Kepler-443,1,1,177.66866300000,,,,,,,802.27100000
Kepler-443 b,Kepler-443,1,1,177.67412892000,,,,,,,802.27100000
Kepler-443 b,Kepler-443,1,1,177.66930000000,0.4950000000,2.33000000,,0.110000,0.8600,,802.27100000
Kepler-444 b,Kepler-444,3,5,3.60011885000,,,,,,,36.43960000
Kepler-444 b,Kepler-444,3,5,3.60010530000,0.0417800000,0.40300000,,0.160000,,,36.43960000
Kepler-444 b,Kepler-444,3,5,3.60010530000,0.0402860797,0.34827271,,0.000000,,,36.43960000
Kepler-444 b,Kepler-444,3,5,3.60011712000,,,,,,,36.43960000
Kepler-444 b,Kepler-444,3,5,3.60010615500,0.0392000000,0.31000000,,0.000000,131.3100,863.00,36.43960000
Kepler-444 b,Kepler-444,3,5,,,0.57700000,,,225.7350,,36.43960000
Kepler-444 b,Kepler-444,3,5,3.60010615500,0.0392000000,0.31000000,,0.000000,131.3100,863.00,36.43960000
Kepler-444 b,Kepler-444,3,5,3.60011712000,0.0407000000,0.50000000,,0.000000,182.8100,938.00,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54588410000,0.0488100000,0.49700000,,0.310000,,,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54586982000,0.0475000000,0.65000000,,0.000000,134.2100,868.00,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54587844200,0.0458000000,0.39000000,,0.000000,96.1900,799.00,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54588410000,0.0470641744,0.43973512,,0.000000,,,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54586974000,,,,,,,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54587844200,,75.16000000,,,,,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54587844200,0.0458000000,0.39000000,,0.000000,96.1900,799.00,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54587844200,0.0458000000,0.39000000,,0.000000,96.1900,799.00,36.43960000
Kepler-444 c,Kepler-444,3,5,4.54586982000,,,,,,,36.43960000
Kepler-444 c,Kepler-444,3,5,,,0.75000000,,,165.7300,,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18900000000,,0.50000000,0.20000000,,,,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18940639000,0.0562000000,0.40000000,,0.000000,63.8900,721.00,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18943952000,0.0584000000,0.65000000,,0.000000,88.7900,783.00,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18939200000,0.0600000000,0.53000000,,0.180000,,,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18937218000,,,,,,,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18940639000,0.0562000000,0.40000000,,0.000000,63.8900,721.00,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18940639000,0.0562000000,0.40000000,,0.000000,63.8900,721.00,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18939200000,0.0578153995,0.45324230,,0.000000,,,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18940639000,,69.82000000,,,,,36.43960000
Kepler-444 d,Kepler-444,3,5,6.18943952000,,,,,,,36.43960000
Kepler-444 d,Kepler-444,3,5,,,0.75500000,,,109.6380,,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74350338000,,,,,,,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74347614000,0.0653000000,0.42000000,,0.000000,47.3200,669.00,36.43960000
Kepler-444 e,Kepler-444,3,5,,,0.71800000,,,81.3440,,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74347614000,0.0653000000,0.42000000,,0.000000,47.3200,669.00,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74347614000,,86.50000000,,,,,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74347801000,0.0678000000,0.62000000,,0.000000,65.8800,727.00,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74347801000,,,,,,,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74347614000,0.0653000000,0.42000000,,0.000000,47.3200,669.00,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74300000000,,0.50000000,0.10000000,,,,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74349300000,0.0696000000,0.54600000,,0.100000,,,36.43960000
Kepler-444 e,Kepler-444,3,5,7.74349300000,0.0671278615,0.47500219,,0.000000,,,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048418000,,90.81000000,,,,,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048508000,,,,,,,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048418000,0.0761000000,0.51000000,,0.000000,34.8400,620.00,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048600000,0.0811000000,0.74100000,,0.290000,,,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048508000,0.0790000000,0.95000000,,0.000000,48.5200,673.00,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048600000,0.0782225476,0.56927364,,0.000000,,,36.43960000
Kepler-444 f,Kepler-444,3,5,,,1.10300000,,,59.9150,,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048418000,0.0761000000,0.51000000,,0.000000,34.8400,620.00,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048418000,0.0761000000,0.51000000,,0.000000,34.8400,620.00,36.43960000
Kepler-444 f,Kepler-444,3,5,9.74048028000,,,,,,,36.43960000
Kepler-445 b,Kepler-445,1,3,2.98416640000,,1.74000000,,0.020000,,,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415771100,,,,,,,127.20100000
Kepler-445 b,Kepler-445,1,3,,,1.56400000,,,17.6570,,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415346900,0.0224000000,1.41000000,,0.000000,7.8100,426.00,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415100000,,1.58000000,,0.000000,,,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415100000,0.0240000000,1.96000000,,0.000000,,479.00,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415771100,0.0217000000,0.92000000,,0.000000,6.1200,401.00,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415346900,0.0224000000,1.41000000,,0.000000,7.8100,426.00,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415346900,0.0224000000,1.41000000,,0.000000,7.8100,426.00,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415346900,,3.10000000,,,,,127.20100000
Kepler-445 b,Kepler-445,1,3,2.98415735780,,,,,,,127.20100000
Kepler-445 b,Kepler-445,1,3,,,0.57600000,,,7.0430,,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122221500,0.0311000000,2.09000000,,0.000000,4.0500,362.00,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122714000,,2.72000000,,0.010000,,,127.20100000
Kepler-445 c,Kepler-445,1,3,,,2.64900000,,,9.1770,,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122366400,,,,,,,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122933000,,,,,,,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122221500,0.0311000000,2.09000000,,0.000000,4.0500,362.00,127.20100000
Kepler-445 c,Kepler-445,1,3,,,0.83500000,,,3.6640,,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122221500,0.0311000000,2.09000000,,0.000000,4.0500,362.00,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122900000,,2.51000000,,0.000000,,,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122366400,0.0301000000,1.56000000,,0.000000,3.1800,341.00,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122221500,,4.60000000,,,,,127.20100000
Kepler-445 c,Kepler-445,1,3,4.87122900000,0.0330000000,2.90000000,,0.000000,,409.00,127.20100000
Kepler-445 d,Kepler-445,1,3,8.15272856000,,1.33000000,,0.010000,,,127.20100000
Kepler-445 d,Kepler-445,1,3,8.15275885000,0.0439000000,2.44000000,,0.000000,2.0300,305.00,127.20100000
Kepler-445 d,Kepler-445,1,3,8.15275885000,,5.37000000,,,,,127.20100000
Kepler-445 d,Kepler-445,1,3,8.15275885000,,,,,,,127.20100000
Kepler-445 d,Kepler-445,1,3,,,3.94700000,,,4.3140,,127.20100000
Kepler-445 d,Kepler-445,1,3,8.15275000000,,1.25000000,,0.000000,,,127.20100000
Kepler-446 b,Kepler-446,1,3,,,1.14700000,,,16.2130,,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56540900000,,1.50000000,,0.000000,,,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541261300,,,,,,,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541284700,,2.16000000,,,,,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541221640,,,,,,,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541284700,0.0206000000,2.61000000,,0.000000,66.1100,727.00,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541261300,0.0182000000,1.73000000,,0.000000,41.8500,648.00,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56540880000,0.0220000000,25.00000000,,0.000000,,1015.00,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541637000,,,,,,,96.33900000
Kepler-446 b,Kepler-446,1,3,,,8.48800000,,,35.3280,,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541284700,0.0206000000,2.61000000,,0.000000,66.1100,727.00,96.33900000
Kepler-446 b,Kepler-446,1,3,1.56541284700,0.0206000000,2.61000000,,0.000000,66.1100,727.00,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03620873900,,,,,,,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03620572490,,,,,,,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03621679000,0.0320000000,2.10000000,,0.000000,27.4000,583.00,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03620873900,0.0283000000,1.40000000,,0.000000,17.3100,520.00,96.33900000
Kepler-446 c,Kepler-446,1,3,,,0.92700000,,,6.7050,,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03621679000,0.0320000000,2.10000000,,0.000000,27.4000,583.00,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03621550000,,,,,,,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03617900000,,1.11000000,,0.000000,,,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03621679000,0.0320000000,2.10000000,,0.000000,27.4000,583.00,96.33900000
Kepler-446 c,Kepler-446,1,3,3.03621679000,,1.74000000,,,,,96.33900000
Kepler-446 d,Kepler-446,1,3,,,1.14000000,,,3.3070,,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892890000,0.0455000000,2.44000000,,0.000000,13.5500,489.00,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892890000,0.0455000000,2.44000000,,0.000000,13.5500,489.00,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892826000,,,,,,,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892890000,,1.99000000,,,,,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892100000,,1.35000000,,0.000000,,,96.33900000
Kepler-446 d,Kepler-446,1,3,,,8.48800000,,,7.2210,,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892346000,,,,,,,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892100000,0.0480000000,26.00000000,,0.000000,,687.00,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14893065520,,,,,,,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892890000,0.0455000000,2.44000000,,0.000000,13.5500,489.00,96.33900000
Kepler-446 d,Kepler-446,1,3,5.14892346000,0.0403000000,1.72000000,,0.000000,8.5400,436.00,96.33900000
Kepler-447 b,Kepler-447,1,1,7.79430249000,,,,,,,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430204300,0.0742000000,16.51000000,,0.000000,142.8200,882.00,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430131600,,6.29000000,,,,,268.04100000
Kepler-447 b,Kepler-447,1,1,,,14.37900000,,,119.0390,,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430131600,0.0704000000,6.06000000,,0.000000,130.7500,862.00,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430304000,,,,0.120000,,,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430131600,0.0704000000,6.06000000,,0.000000,130.7500,862.00,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430204300,,,,,,,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79429950000,0.0740000000,6.20000000,,0.000000,,880.00,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430131600,0.0754500000,5.90800000,,,113.6000,,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430300000,,,,,,,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430132000,0.0769000000,18.49000000,435.41000000,0.123000,,,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79421550591,,4.91698420,,,112.1124,829.91,268.04100000
Kepler-447 b,Kepler-447,1,1,7.79430131600,0.0704000000,6.06000000,,0.000000,130.7500,862.00,268.04100000
Kepler-448 c,KOI-12,1,2,2500.00000000000,4.2000000000,,6992.26000000,0.650000,,,399.39800000
Kepler-449 b,Kepler-449,1,2,12.58227990000,0.1047000000,1.57000000,,0.000000,171.3200,923.00,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58242000000,,2.05600000,,0.030000,,,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58222750000,,,,,,,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58229808000,0.1027000000,1.53000000,,0.000000,167.4100,917.00,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58227990000,,1.64000000,,,,,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58227990000,0.1047000000,1.57000000,,0.000000,171.3200,923.00,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58229808000,,,,,,,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58219896320,,,,,,,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58250000000,0.1040000000,1.80000000,,0.000000,,919.00,241.94900000
Kepler-449 b,Kepler-449,1,2,12.58227990000,0.1047000000,1.57000000,,0.000000,171.3200,923.00,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67270000000,,2.76400000,,0.050000,,,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67276962000,0.2018000000,1.89000000,,0.000000,46.1200,665.00,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67276962000,,1.97000000,,,,,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67312000000,0.2010000000,2.13000000,,0.000000,,661.00,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67280658000,,,,,,,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67276962000,0.2018000000,1.89000000,,0.000000,46.1200,665.00,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67280658000,0.1979000000,1.86000000,,0.000000,45.0900,661.00,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67249795000,,,,,,,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67267973120,,,,,,,241.94900000
Kepler-449 c,Kepler-449,1,2,33.67276962000,0.2018000000,1.89000000,,0.000000,46.1200,665.00,241.94900000
Kepler-45 b,Kepler-45,1,1,2.45524051000,0.0290000000,9.85000000,,0.000000,,774.00,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45523390000,0.0298700000,10.76064000,153.82972000,0.230000,,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524062600,0.0298000000,10.60000000,,0.000000,67.3000,730.00,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45500000000,,10.74000000,,,68.3700,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524065000,,,,,,,381.94900000
Kepler-45 b,Kepler-45,1,1,,,10.46500000,,,60.3850,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524062000,,11.25000000,,,,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524062000,0.0294000000,11.03000000,,0.000000,67.1800,730.00,381.94900000
Kepler-45 b,Kepler-45,1,1,2.46000000000,,11.54000000,,,,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524062600,,,,,,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524058510,,,,,,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524122000,0.0295400000,11.19779100,158.91500000,,,787.00,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524062000,0.0294000000,11.03000000,,0.000000,67.1800,730.00,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45523906000,0.0296700000,11.11000000,,,,727.00,381.94900000
Kepler-45 b,Kepler-45,1,1,,,11.63400000,,,81.3450,,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45523900000,0.0300000000,10.76000000,160.49700000,0.110000,,1000.00,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45523883412,,12.99286305,,,77.5068,756.75,381.94900000
Kepler-45 b,Kepler-45,1,1,2.45524062000,0.0294000000,11.03000000,,0.000000,67.1800,730.00,381.94900000
Kepler-450 b,Kepler-450,1,3,,,6.29000000,,,94.3250,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45492088000,0.2004000000,5.93000000,,0.000000,81.9600,767.00,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45492088000,0.2009200000,6.08800000,,,90.8000,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45490735000,,,,,,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45488440000,,6.08340000,19.40000000,,,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45485100000,,6.14000000,,0.020000,,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45492088000,0.2004000000,5.93000000,,0.000000,81.9600,767.00,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45489091000,,,,,,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45492088000,0.2004000000,5.93000000,,0.000000,81.9600,767.00,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45492088000,,5.95000000,,,,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45488252300,,,,,,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.54105573165,,7.18436827,,,94.8283,795.89,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45489100000,,,62.29790000,,,,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45489900000,0.1930000000,5.10000000,,0.000000,,737.00,455.98200000
Kepler-450 b,Kepler-450,1,3,28.45489091000,0.1993000000,6.08000000,,0.000000,82.7000,769.00,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41313730940,,,,,,,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41313950000,,2.59580000,12.50000000,,,,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41308581000,0.1332000000,2.49000000,,0.000000,185.5100,941.00,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41308581000,0.1335100000,2.55200000,,,205.8000,,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41308581000,0.1332000000,2.49000000,,0.000000,185.5100,941.00,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41308581000,0.1332000000,2.49000000,,0.000000,185.5100,941.00,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41308100000,,,76.62140000,,,,455.98200000
Kepler-450 c,Kepler-450,1,3,15.41312391000,,,,,,,455.98200000
